Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Nhân Viên Cung Ứng (Supply Chain Staff),"Viet Nam Nisshin Seifun Co.,Ltd",Thương lượng,"Đường 15, KCN Amata, Long Bình, Biên Hòa, Đồng Nai, 229/1, Road 15, Long Binh (Amata) IP, Bien Hoa, Dong Nai.","• Thành thạo vi tính văn phòng gồm Word, Excel, PowerPoint,…
• Cẩn thận & tỉ mỉ trong công việc.
• Giao tiếp tốt, tinh thần hợp tác.
• Tốt nghiệp cao đẳng trở lên chuyên ngành kinh tế, ngoại thương sẽ được ưu tiên. Sinh viên mới tốt nghiệp sẽ được xem xét.
• Ngoại ngữ Tiếng Anh/ Tiếng Nhật là một lợi thế.
• Ưu tiên ứng viên thường trú tại Biên Hòa, Đồng Nai

Quyền lợi:
- Ăn giữa ca tại công ty.",14/05/2025,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Quản Lý Chuỗi Cung Ứng,Hàng tiêu dùng,1,Cao đẳng,Không hiển thị,2,9:00 - 18:00,Mới Tốt Nghiệp,"Kiểm Soát Tồn Kho, Mua Hàng, Supply Chain Management, Thủ Tục Hải Quan, Thủ Tục Xuất Hàng",Bất kỳ,Không giới hạn,Nữ,Bất kỳ,T2 - T6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hàng tiêu dùng, Kiểm Soát Tồn Kho, Mua Hàng, Supply Chain Management, Thủ Tục Hải Quan, Thủ Tục Xuất Hàng, Viet Nam Nisshin Seifun Co.,Ltd, Đồng Nai"
Chuyên Viên Quản Lý Hoạt Động Cung Ứng Phụ Tùng/ Dealer Parts Management Executive,Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn),Thương lượng,"Vincom Center, Lê Thánh Tôn, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam, Tầng 12 Thành Công Tower, 79 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Thành Công Tower, 79 Dịch Vọng Hậu, Cầu Giấy, Hà Nội","Bằng cấp / Kinh nghiệm cần thiết:
• Bằng cấp: Đại học chuyên ngành Kinh tế, Công nghệ ô tô - Cơ khí.
• Kinh nghiệm làm việc: Có tối thiểu 2 năm trong ngành hoặc lĩnh vực liên quan.
Phẩm chất / Năng lực cần thiết:
• Kỹ năng:
o Thành thạo tin học văn phòng
o Kỹ năng đào tạo, thuyết trình
o Kỹ năng tổng hợp báo cáo
o Kỹ năng giải quyết vấn đề
• Ngoại ngữ:
o Tiếng Anh
Các yếu tố được xem xét ưu tiên tuyển dụng khác:
1. Đã từng làm việc tại Hãng ô tô hoặc các Đại lý ô tô
2. Đã từng làm cố vấn dịch vụ hoặc phụ tùng
3. Bằng cấp chuyên ngành ô tô là một lợi thế",14/05/2025,Giáo Dục > Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên,Ô tô,2,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"MS Office, Presentation Skills, Problem-solving, English",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Giáo Dục, Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên, Ô tô, MS Office, Presentation Skills, Problem-solving, English, Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn), Hồ Chí Minh, Hà Nội"
Sales Manager (Korean Speaking),"Panasonic Vietnam Co.,ltd",Thương lượng,"Plot J1-J2, Thang Long Industrial Park, Kim Chung, Dong Anh, Hanoi, Plot J1-J2 Thang Long Industrial Park, Dong Anh Dist., Hanoi","• Bachelor's degree in Engineering, Business Administration, or a related field.
• Minimum of 2 years of experience in B2B sales, preferably in the electronics or automation industry.
• Strong understanding of PCB assembly systems, factory automation, or related technical products is an advantage.
• Native Korean speaker with strong communication skills in English.
• Excellent interpersonal, negotiation, and presentation skills.
• Ability to work independently and collaboratively in a multicultural environment.
• Strong problem-solving skills and a proactive, customer-focused mindset.
• Proficiency in Microsoft Office (Excel, PowerPoint, Word); familiarity with CRM tools is a plus.
• Willingness to travel domestically and occasionally internationally as required.",14/05/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Điện/Điện tử,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Trưởng phòng,"SMT experience, Sales, Korean Language, B2B Sales, Communication",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Điện/Điện tử, SMT experience, Sales, Korean Language, B2B Sales, Communication, Panasonic Vietnam Co.,ltd, Hà Nội"
Nhân Viên Bảo Trì (Maintenance Staff),"Viet Nam Nisshin Seifun Co.,Ltd",Thương lượng,"Đường 15, KCN Amata, Long Bình, Biên Hòa, Đồng Nai, 229/1, Road 15, Long Binh (Amata) IP, Bien Hoa, Dong Nai.","• Tốt nghiệp Cao đẳng hoặc Đại học chuyên ngành cơ điện tử
• Có khả năng sửa chữa cải tiến máy móc thiết bị.
• Ưu tiên có kinh nghiệm lập trình, thao tác PLC và thao tác biến tần.
• Có kiến thức về kỹ thuật máy móc, tư duy kỹ thuật.
• Ít nhất 1 năm kinh nghiệm ở vị trí tương đương, sinh viên mới ra trường sẽ được xem xét.
• Có thể làm việc 3 ca và tăng ca khi có yêu cầu. Chấp nhận lịch làm việc được sắp xếp cho từng cá nhân (Đi làm ngày nghỉ, nghỉ bù ngày thường).
• Ưu tiên các ứng viên có khả năng giao tiếp bằng Tiếng Anh hoặc Tiếng Nhật và sinh sống tại Đồng Nai.

Quyền lợi:
• Ăn giữa ca tại công ty
• Môi trường làm việc sạch sẽ
• Du lịch hàng năm, quà Tết, sinh nhật…
• Nghỉ thêm 2 ngày thứ 7 trong tháng
• Được mua thêm Bảo hiểm 24/24
• Thưởng cải tiến trong công việc.
• Cơ hội phát triển bản thân, thăng tiến trong công việc.

Liên hệ:
- Ứng viên gửi CV Tiếng Anh qua địa chỉ email
- Hoặc nộp hồ sơ trực tiếp tại cổng bảo vệ công ty theo địa chỉ:
CÔNG TY TNHH VIỆT NAM NISSHIN SEIFUN
Đường 15, KCN Amata, Long Bình, Biên Hòa, Đồng Nai
Điện thoại liên lạc: 0251 8877666 (Ext: 101) – 0937 445 751",14/05/2025,Kỹ Thuật > Bảo trì/Bảo Dưỡng,Sản xuất,1,Cử nhân,Không hiển thị,4,9:00 - 18:00,Nhân viên,"Cải Tiến Thiết Bị, Cơ Điện Tử, Kiểm Tra Bảo Dưỡng, Lập Trình PLC, Sửa Chữa Máy Móc",Bất kỳ,Không giới hạn,Nam,Bất kỳ,T2 - T6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Cải Tiến Thiết Bị, Cơ Điện Tử, Kiểm Tra Bảo Dưỡng, Lập Trình PLC, Sửa Chữa Máy Móc, Viet Nam Nisshin Seifun Co.,Ltd, Đồng Nai"
Production Supervisor,Công Ty TNHH DIC (Việt Nam),Thương lượng,"DIC in Bình Dương, số 31 đường số 6, KCN Vietnam- Singapore, P. Bình Hòa, Tp. Thuận An, Bình Dương.","Education Level / Trình độ học vấn:
• Bachelor Degree, priority with candidate, who has experiences in manufacturing supervisor role
o Có bằng Cử nhân, ưu tiên ứng viên có kinh nghiệm giám sát sản xuất
Working experiences / Kinh nghiệm làm việc:
• Minimum 5 years experiences in Production, Warehousing and ESH in a factory environment, preferably chemical industry.
o Có tối thiểu 5 năm kinh nghiệm về Sản xuất, Kho và ESH trong môi trường nhà máy, ưu tiên ngành hóa chất.
Specific knowledge, skill / Kiến thức, kỹ năng cụ thể:
• Good knowledge in the field of Production, Warehousing and ESH.
o Có kiến thức tốt trong lĩnh vực Sản xuất, Kho và ESH.
• Good knowledge in ISO9001, ISO14001, and ISO45001.
o Kiến thức tốt về ISO9001, ISO14001 và ISO45001.
• Good people management, influencing and negotiation skills
o Kỹ năng quản lý con người tốt, tạo ảnh hưởng và đàm phán
• Good communication and presentation skills in English
o Kỹ năng giao tiếp và thuyết trình bằng tiếng Anh tốt",14/05/2025,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Hoá chất/Hoá sinh,5,Cử nhân,Không hiển thị,Không hiển thị,07:30 - 17:00,Nhân viên,"Chemical, Manufacturing Supervision, Production, Quản Lý Sản Xuất, Warehousing Experience",Tiếng Anh,Không hiển thị,Nam,Không hiển thị,T2 - T6,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Hoá chất/Hoá sinh, Chemical, Manufacturing Supervision, Production, Quản Lý Sản Xuất, Warehousing Experience, Công Ty TNHH DIC (Việt Nam), Bình Dương"
Nhân Viên Dự Toán / Quyết Toán,CÔNG TY TNHH Tháp Phương Đông,Thương lượng,"Tầng 25, Tháp B, tòa nhà Sông Đà, đường Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, Tầng 25, Tháp B, tòa nhà Sông Đà, đường Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội.","1. Tiêu chuẩn chung với ứng viên:
- Trình độ học vấn: Tốt nghiệp Đại học các chuyên ngành đạo tạo có liên quan.
- Độ tuổi: Dưới 40 tuổi
- Giới tính: Nam/nữ
2. Tiêu chuẩn theo chức danh:
- Tốt nghiệp đại học chuyên ngành xây dựng/kỹ thuật; Ưu tiên Kỹ sư tốt nghiệp về chuyên ngành Kinh tế xây dựng
- Ưu tiên có chứng chỉ thiết kế công trình theo chuyên ngành đào tạo
- Ưu tiên ứng viên có kinh nghiệm liên quan đến trạm phát sóng cho các nhà mạng hoặc từng làm việc tại các Công ty cho thuê trạm phát sóng.
- Ngoạị ngữ: Tiếng Anh giao tiếp.
- Lập dự toán thông qua bản vẽ.
- Biết lập dự toán theo phần mềm dự toán G8 hoặc tương tự
- Thành thạo các phần mềm tin học văn phòng: Word/ Excel/ Powerpoint.Biết dùng phần mềm Autocad.
- Chủ động, tích cực nhiệt tình trong công việc và có khả năng đón nhận công việc mang tính thử thách cao; Chịu được áp lực công việc; sẵn sáng đi công tác và làm việc ngoài giờ.",14/05/2025,Kiến Trúc/Xây Dựng > Xây Dựng,Viễn thông,1,Không giới hạn,Không hiển thị,Không hiển thị,08:30 - 17:30,Nhân viên,"Làm Hồ Sơ Thanh Quyết Toán, Kỹ năng làm việc nhóm, Dự Toán Báo Giá, AutoCAD, Dự Toán",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Viễn thông, Làm Hồ Sơ Thanh Quyết Toán, Kỹ năng làm việc nhóm, Dự Toán Báo Giá, AutoCAD, Dự Toán, CÔNG TY TNHH Tháp Phương Đông, Hà Nội"
Nhân Viên Kinh Doanh MT,"Viet Nam Nisshin Seifun Co.,Ltd",Thương lượng,"Số 24, đường số 07, KP5, P. An Phú, TP. Thủ Đức, TPHCM, 229/1, Road 15, Long Binh (Amata) IP, Bien Hoa, Dong Nai.","• Độ Tuổi: Từ 25 – 35
• Có kinh nghiệm trên 1 năm ở kênh MT (Ngành hàng tiêu dùng hoặc Công nghệ thực phẩm là một lợi thế)
• Có khả năng làm việc với đội ngũ bán hàng của Nhà phân phối và nhân viên siêu thị
• Chăm chỉ, chịu khó. Có thế giao tiếp tốt bằng Tiếng Anh

Quyền lợi:
• Môi trường làm việc sạch sẽ, năng động.
• Cơ hội được đào tạo nâng cao kỹ năng chuyên môn, tạo điều kiện thăng tiến trong tương lai
• Tham gia đầy đủ các chính sách Bảo hiểm.
• Được hưởng chế độ khác theo chính sách chung của công ty (hiếu hỉ, du lịch hàng năm, year end party,…)

Liên hệ:
• Nộp hồ sơ photo tại phòng Bảo vệ, ghi rõ số điện thoại và vị trí ứng tuyển
• Gửi CV tiếng Anh qua địa chỉ email
• Địa chỉ công ty: Đường 15, KCN Amata, Long Bình, Biên Hòa, Đồng Nai
• Điện thoại liên lạc: 0251 8877666 hoặc 0937 445 751 (BP. Tuyển dụng - P. HCNS)",14/05/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,1,Không giới hạn,25-35,3,9:00 - 18:00,Nhân viên,"Giám Sát Tồn Kho, Kinh Doanh, MT Channel, Quản Lý Nhà Phân Phối, Tiếp Thị Thương Hiệu",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Giám Sát Tồn Kho, Kinh Doanh, MT Channel, Quản Lý Nhà Phân Phối, Tiếp Thị Thương Hiệu, Viet Nam Nisshin Seifun Co.,Ltd, Đồng Nai"
Logistics And Sale Management - Expatriate,Hyosung Vietnam Corp,"$ 2,500-4,500 /tháng","Representative office - Vincom Le Thanh Ton, District 1, TP. HCM, Đường N2 – KCN Nhơn Trạch 5 – Huyện Nhơn Trạch – Tỉnh Đồng Nai","• Nationality: Korean
• Age: 30–40 years old
• Gender: Male
• Education: University degree
• Experience: From 2–3 years or more in a similar position (Must have at least 3 years of full-time work experience after graduating from university in order to be eligible for a work permit)",14/05/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Nhập khẩu/Xuất khẩu,3,Cử nhân,30-39,1,08:00 - 17:00,Nhân viên,"Logistics Management, Operations Processes, Order Management, Sales Analysis, Team Work",Tiếng Anh,Người nước ngoài,Nam,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Nhập khẩu/Xuất khẩu, Logistics Management, Operations Processes, Order Management, Sales Analysis, Team Work, Hyosung Vietnam Corp, Hồ Chí Minh"
Nhân Viên Tiếp Thị,"Viet Nam Nisshin Seifun Co.,Ltd",Thương lượng,"Số 24, đường số 07, KP5, P. An Phú, TP. Thủ Đức, TPHCM, 229/1, Road 15, Long Binh (Amata) IP, Bien Hoa, Dong Nai.","• Độ Tuổi: Không yêu cầu
• Thành thạo Word, Exel & Powerpoint,…
• Kỹ năng giao tiếp, tạo mối quan hệ tốt.
• Chịu được áp lực cao, siêng năng và quan tâm đến chi tiết.
• Có kinh nghiệm 3 năm tiếp thị về FMCG. Đặc biệt có kinh nghiệm phát triển bao bì
• Có kinh nghiệm 3 năm ở mảng tiếp thị FMCG. Đặc biệt phân tích dữ liệu
• Tiếng Anh giao tiếp.

Quyền lợi:
• Môi trường làm việc sạch sẽ, năng động.
• Cơ hội được đào tạo nâng cao kỹ năng chuyên môn, tạo điều kiện thăng tiến trong tương lai
• Tham gia đầy đủ các chính sách Bảo hiểm.
• Được hưởng chế độ khác theo chính sách chung của công ty (hiếu hỉ, du lịch hàng năm, year end party,…)

Liên hệ:
• Nộp hồ sơ photo tại phòng Bảo vệ, ghi rõ số điện thoại và vị trí ứng tuyển
• Gửi CV tiếng Anh qua địa chỉ email
• Địa chỉ công ty: Đường 15, KCN Amata, Long Bình, Biên Hòa, Đồng Nai
• Điện thoại liên lạc: 0251 8877666 hoặc 0937 445 751 (BP. Tuyển dụng - P. HCNS)",14/05/2025,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị",Hàng tiêu dùng,3,Không giới hạn,Không hiển thị,1,9:00 - 18:00,Nhân viên,"FMCG, Phân Tích Dữ Liệu, Phát Triển Sản Phẩm, Tiếp Thị Thương Hiệu, Tiếp Thị Thương Mại",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Hàng tiêu dùng, FMCG, Phân Tích Dữ Liệu, Phát Triển Sản Phẩm, Tiếp Thị Thương Hiệu, Tiếp Thị Thương Mại, Viet Nam Nisshin Seifun Co.,Ltd, Đồng Nai"
Learning and Development Lead,Coca-Cola Beverages Vietnam,Thương lượng,"485 Xa Lộ Hà Nội, Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam, 485 Ha Noi Highway, Linh Trung Ward, Thu Duc Dist, HCM","- Bachelor’s degree in Human Resources, Organizational Development, Psychology, Business Administration or a related field.
- At least 3 years of experience in Learning & Development, Talent & Leadership Development, or a related HR function.
- Professional certifications in L&D, Coaching, or Instructional Design (e.g., CLDP, ATD, ICF) as a plus.
- Proven expertise in designing and implementing blended learning programs, including leadership development, transversal skills, coaching, mentoring, and digital learning.
- Strong ability to collaborate with diverse stakeholders to assess learning needs and align L&D initiatives with business priorities.
- Proficiency in learning reporting and analytics to enhance training effectiveness, along with strong skills in communication design and experience design to drive learner engagement.
- Expertise in exploring and executing LMS
- Familiarity with leveraging learning technologies (e-learning tools, AR/VR, gamification,…) to enhance digital learning experiences.
- Effective facilitation, presentation, and stakeholder engagement skills
- Demonstrated learning agility/ self-directed learning, growth mindset, creativity, critical thinking, and a commitment to continuous improvement
- Proficiency in all four English skills

***Please note that by submitting an application to us, you consent to our processing of personal data about you that is provided by you and otherwise lawfully collected by us (which may include sensitive data) for our company's recruitment purpose. Where you provide us personal data of others, you further undertake that we are permitted to receive and process such data for the purpose for which you provided it. You may send your queries or request for support concerning our personal data processing activities to hrvn(at)coca-cola.com.vn. To better understand our personal data processing practices, please visit www.swirecocacola.com/en/Others/Privacy-Policies.html to the full Privacy Policy of Coca-Cola Beverages Viet Nam Limited.

***Swire Coca-Cola is committed to fostering an environment that values Diversity, Equality, Inclusion, and Belonging. We believe that a diverse workforce drives our goals and contributes to overall success. As an equal opportunity employer, Swire Coca-Cola hires talented individuals from any backgrounds and conditions. We strive to create a work environment that is respectful, inclusive, and free from any form of discrimination, harassment, or intimidation.

If you require special assistance due to disability or any other conditions during any stage of the recruitment process, please feel free to contact us via email hrvn(at)coca-cola.com.vn at any time. We appreciate your interest in joining our team and your commitment to contributing to a diverse and inclusive workplace.",14/05/2025,Nhân Sự/Tuyển Dụng > Đào Tạo Và Phát Triển,Hàng tiêu dùng,3,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Training Development, Training Program, Human Resources",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Đào Tạo Và Phát Triển, Hàng tiêu dùng, Training Development, Training Program, Human Resources, Coca-Cola Beverages Vietnam, Hồ Chí Minh"
